"","CustomerID","Frequency","LastTransactionDate","AvgAmount","TotalAmount","churn"
"98","12471",27,2011-12-07,198.005925925926,5346.16,"0"
"99","12472",7,2011-11-07,634.447142857143,4441.13,"0"
"100","12473",3,2011-10-17,744.8,2234.4,"1"
"101","12474",17,2011-11-22,329.387647058824,5599.59,"0"
"102","12475",1,2011-10-17,479.64,479.64,"1"
"103","12476",10,2011-11-24,304.65,3046.5,"0"
"104","12477",6,2011-11-17,483.936666666667,2903.62,"0"
"105","12478",1,2011-12-06,511.99,511.99,"0"
"106","12479",1,2011-11-28,442.6,442.6,"0"
"107","12480",4,2011-11-11,530.965,2123.86,"0"
"108","12481",10,2011-11-17,272.468,2724.68,"0"
"109","12483",7,2011-11-22,96.6485714285714,676.54,"0"
"110","12484",4,2011-11-04,887.23,3548.92,"0"
"111","12488",3,2011-11-30,231.613333333333,694.84,"0"
"112","12489",1,2011-01-07,203.58,203.58,"1"
"113","12490",10,2011-12-04,334.443,3344.43,"0"
"114","12491",1,2011-11-01,344.4,344.4,"0"
"115","12492",2,2011-10-07,131.605,263.21,"1"
"116","12493",2,2011-06-27,198.87,397.74,"1"
"117","12494",7,2011-11-24,147.171428571429,1030.2,"0"
"118","12497",1,2011-09-19,20.4,20.4,"1"
"119","12498",3,2011-11-18,111.566666666667,334.7,"0"
"120","12500",11,2011-11-16,48.1127272727273,529.24,"0"
"121","12501",1,2011-01-07,2025.39,2025.39,"1"
"122","12502",5,2011-09-05,406.514,2032.57,"1"
"123","12504",2,2011-11-21,46.325,92.65,"0"
"124","12506",1,2011-04-21,73.5,73.5,"1"
"125","12507",2,2011-07-28,125.88,251.76,"1"
"126","12508",2,2011-11-13,199.135,398.27,"0"
"127","12509",1,2011-02-28,43.5,43.5,"1"
"128","12510",2,2011-07-20,217.325,434.65,"1"
"129","12512",2,2011-10-04,69.015,138.03,"1"
"130","12513",1,2011-08-19,487.04,487.04,"1"
"131","12514",1,2011-03-17,697.78,697.78,"1"
"132","12515",1,2010-12-21,278.7,278.7,"1"
"133","12516",2,2011-09-23,65.24,130.48,"1"
"134","12517",4,2011-11-11,554.7525,2219.01,"0"
"135","12518",5,2011-12-09,341.886,1709.43,"0"
"136","12519",1,2011-10-07,222.24,222.24,"1"
"137","12520",5,2011-09-21,415.938,2079.69,"1"
"138","12521",1,2011-07-20,504.08,504.08,"1"
"139","12522",2,2011-10-31,96.36,192.72,"0"
"140","12523",11,2011-11-20,149.833636363636,1648.17,"0"
"141","12524",8,2011-11-30,200.58375,1604.67,"0"
"142","12526",3,2011-12-09,390.886666666667,1172.66,"0"
"143","12527",3,2011-09-19,71.3033333333333,213.91,"1"
"144","12528",6,2011-11-30,210.671666666667,1264.03,"0"
"145","12530",4,2011-10-11,202.875,811.5,"1"
"146","12531",1,2011-11-25,125.22,125.22,"0"
"147","12532",1,2011-11-09,268.83,268.83,"0"
"148","12534",1,2011-08-01,941.38,941.38,"1"
"149","12535",2,2011-09-09,262.525,525.05,"1"
"150","12536",1,2011-10-11,3906.51,3906.51,"1"
"151","12538",1,2011-11-10,324.15,324.15,"0"
"152","12539",4,2011-11-17,1112.0125,4448.05,"0"
"153","12540",17,2011-11-20,360.407058823529,6126.92,"0"
"154","12541",3,2011-11-10,261.4,784.2,"0"
"155","12544",1,2011-11-03,284.9,284.9,"0"
"156","12545",2,2011-09-25,363.995,727.99,"1"
"157","12546",2,2011-10-24,510.75,1021.5,"0"
"158","12547",2,2011-05-26,88.6,177.2,"1"
"159","12548",1,2011-06-26,95.2,95.2,"1"
"160","12550",1,2011-09-21,791.83,791.83,"1"
"161","12551",1,2010-12-17,168,168,"1"
"162","12552",1,2011-10-31,284.82,284.82,"0"
"163","12553",10,2011-12-01,273.282,2732.82,"0"
"164","12556",2,2011-10-20,301.855,603.71,"0"
"165","12557",1,2011-07-04,81.6,81.6,"1"
"166","12558",1,2011-12-02,112.16,112.16,"0"
"167","12559",1,2011-01-24,222.86,222.86,"1"
"168","12560",2,2011-12-04,757.305,1514.61,"0"
"169","12561",1,2011-02-10,238.85,238.85,"1"
"170","12562",7,2011-12-01,350.351428571429,2452.46,"0"
"171","12564",1,2011-03-23,369,369,"1"
"172","12565",1,2011-02-24,145.92,145.92,"1"
"173","12566",1,2011-09-14,297.65,297.65,"1"
"174","12567",10,2011-11-17,656.731,6567.31,"0"
"175","12569",32,2011-12-07,82.675,2645.6,"0"
"176","12571",2,2011-10-31,259.805,519.61,"0"
"177","12572",2,2011-12-01,368.535,737.07,"0"
"178","12573",1,2011-04-26,125.14,125.14,"1"
"179","12574",1,2011-01-28,182.45,182.45,"1"
"180","12576",5,2011-11-04,256.206,1281.03,"0"
"181","12577",3,2011-11-04,198.466666666667,595.4,"0"
"182","12578",2,2011-11-18,836.525,1673.05,"0"
"183","12579",1,2011-09-22,386.42,386.42,"1"
"184","12580",1,2011-04-07,379.7,379.7,"1"
"185","12581",1,2011-10-31,197.71,197.71,"0"
"186","12582",2,2011-04-15,160.38,320.76,"1"
"187","12583",15,2011-12-07,155.672,2335.08,"0"
"188","12584",9,2011-12-06,138.133333333333,1243.2,"0"
"189","12585",2,2011-04-19,609.8,1219.6,"1"
"190","12586",1,2011-11-22,163.74,163.74,"0"
"191","12587",1,2011-12-02,20.8,20.8,"0"
"192","12588",1,2011-10-31,142.05,142.05,"0"
"193","12589",2,2011-11-11,270.84,541.68,"0"
"194","12591",1,2011-01-26,334.05,334.05,"1"
"195","12592",2,2011-09-08,119.8,239.6,"1"
"196","12593",3,2011-08-23,114.2,342.6,"1"
"197","12594",8,2011-10-24,189.08125,1512.65,"0"
"198","12596",2,2011-10-19,192.015,384.03,"1"
"199","12597",4,2011-11-20,762.175,3048.7,"0"
"200","12598",7,2011-11-30,239.574285714286,1677.02,"0"
"201","12599",7,2011-11-10,121.54,850.78,"0"
"202","12600",10,2011-11-11,62.486,624.86,"0"
"203","12601",5,2011-06-03,72.142,360.71,"1"
"204","12602",1,2011-10-12,153.12,153.12,"1"
"205","12604",2,2011-09-21,127.09,254.18,"1"
"206","12607",1,2011-10-10,1539.91,1539.91,"1"
"207","12609",3,2011-09-22,309.816666666667,929.45,"1"
"208","12610",4,2011-11-17,391.285,1565.14,"0"
"209","12611",1,2011-10-18,941.72,941.72,"1"
"210","12612",1,2011-09-26,199.44,199.44,"1"
"211","12613",5,2011-10-13,400.184,2000.92,"1"
"212","12614",1,2011-03-07,315.6,315.6,"1"
"213","12615",4,2011-12-07,366.5525,1466.21,"0"
"214","12616",2,2011-09-05,193.4,386.8,"1"
"215","12617",1,2011-11-10,355.53,355.53,"0"
"216","12618",1,2011-11-18,137.31,137.31,"0"
"217","12619",8,2011-11-23,117.4975,939.98,"0"
"218","12620",3,2011-11-25,400.736666666667,1202.21,"0"
"219","12621",18,2011-12-08,302.020555555556,5436.37,"0"
"220","12622",1,2011-04-21,180.1,180.1,"1"
"221","12623",1,2011-03-08,230.1,230.1,"1"
"222","12624",2,2011-08-25,268.065,536.13,"1"
"223","12625",2,2011-05-12,379.76,759.52,"1"
"224","12626",9,2011-11-16,419.788888888889,3778.1,"0"
"225","12627",6,2011-11-29,536.038333333333,3216.23,"0"
"226","12628",3,2011-12-05,245.486666666667,736.46,"0"
"227","12630",2,2011-11-30,480.04,960.08,"0"
"228","12631",1,2011-10-13,444.8,444.8,"1"
"229","12633",4,2011-10-12,374.545,1498.18,"1"
"230","12635",2,2011-09-11,704.07,1408.14,"1"
"231","12637",8,2011-10-03,548.76125,4390.09,"1"
"232","12638",1,2011-11-06,511.69,511.69,"0"
"233","12639",1,2011-04-15,366.1,366.1,"1"
"234","12640",3,2011-11-16,228.223333333333,684.67,"0"
"235","12641",1,2011-08-16,145.9,145.9,"1"
"236","12642",3,2011-11-14,208.713333333333,626.14,"0"
"237","12643",2,2011-06-20,25.12,50.24,"1"
"238","12644",1,2011-08-02,477.91,477.91,"1"
"239","12645",4,2011-11-06,250.845,1003.38,"0"
"240","12646",2,2011-12-05,266.9,533.8,"0"
"241","12647",12,2011-11-17,127.805,1533.66,"0"
"242","12648",1,2011-07-08,273.3,273.3,"1"
"243","12649",3,2011-08-24,118.656666666667,355.97,"1"
"244","12650",1,2011-12-06,147.64,147.64,"0"
"245","12651",1,2011-01-09,114,114,"1"
"246","12652",1,2011-01-12,747.18,747.18,"1"
"247","12653",2,2011-07-14,259.21,518.42,"1"
"248","12654",5,2011-11-29,120.396,601.98,"0"
"249","12656",5,2011-11-22,299.454,1497.27,"0"
"250","12657",3,2011-11-28,168.013333333333,504.04,"0"
"251","12658",1,2011-11-21,556.75,556.75,"0"
"252","12659",1,2011-11-10,91.68,91.68,"0"
"253","12660",1,2011-11-28,245.1,245.1,"0"
"254","12662",11,2011-12-09,295.525454545455,3250.78,"0"
"255","12664",2,2011-07-19,38.7,77.4,"1"
"256","12665",1,2011-01-19,63,63,"1"
"257","12667",1,2011-10-12,424.73,424.73,"1"
"258","12668",4,2011-11-28,574.9325,2299.73,"0"
"259","12669",2,2011-07-12,713.865,1427.73,"1"
"260","12670",5,2011-11-29,169.166,845.83,"0"
"261","12672",1,2011-01-14,133.95,133.95,"1"
"262","12673",2,2011-12-04,229.36,458.72,"0"
"263","12674",4,2011-11-01,257.285,1029.14,"0"
"264","12676",6,2011-11-15,89.7183333333333,538.31,"0"
"265","12678",6,2011-10-28,97.315,583.89,"0"
"266","12679",2,2011-09-13,370.03,740.06,"1"
"267","12680",4,2011-12-09,206.7025,826.81,"0"
"268","12681",21,2011-11-25,383.591904761905,8055.43,"0"
"269","12682",30,2011-12-06,238.309,7149.27,"0"
"270","12683",14,2011-12-05,335.607857142857,4698.51,"0"
"271","12684",7,2011-12-02,205.541428571429,1438.79,"0"
"272","12685",6,2011-11-11,370.833333333333,2225,"0"
"273","12686",1,2010-12-03,89.14,89.14,"1"
"274","12688",1,2011-08-18,1997.34,1997.34,"1"
"275","12689",2,2011-11-14,488.725,977.45,"0"
"276","12690",1,2011-05-18,212.11,212.11,"1"
"277","12691",5,2011-11-11,55.28,276.4,"0"
"278","12693",4,2011-08-04,127.8775,511.51,"1"
"279","12694",2,2011-09-30,217.96,435.92,"1"
"280","12695",4,2011-12-02,85.675,342.7,"0"
"281","12697",3,2011-11-11,210.18,630.54,"0"
"282","12700",4,2011-12-02,952.4175,3809.67,"0"
"283","12701",2,2011-09-21,347.555,695.11,"1"
"284","12702",1,2011-11-20,219,219,"0"
"285","12703",1,2011-09-29,283.55,283.55,"1"
"286","12704",8,2011-12-02,148.0225,1184.18,"0"
"287","12705",8,2011-11-24,553.92,4431.36,"0"
"288","12707",1,2011-02-21,391.72,391.72,"1"
"289","12708",10,2011-11-10,223.961,2239.61,"0"
"290","12709",15,2011-11-24,149.396666666667,2240.95,"0"
"291","12710",3,2011-09-04,336.006666666667,1008.02,"1"
"292","12712",13,2011-11-11,107.283076923077,1394.68,"0"
"293","12713",1,2011-12-09,494.1,494.1,"0"
"294","12714",5,2011-11-30,633.3,3166.5,"0"
"295","12715",1,2011-08-25,273.86,273.86,"1"
"296","12716",2,2011-12-06,481.745,963.49,"0"
"297","12717",2,2011-07-11,395.515,791.03,"1"
"298","12718",1,2011-09-29,202.25,202.25,"1"
"299","12719",2,2011-12-04,267.725,535.45,"0"
"300","12720",25,2011-12-07,185.89,4647.25,"0"
"301","12721",6,2011-11-08,383.273333333333,2299.64,"0"
"302","12722",4,2011-09-15,188.9575,755.83,"1"
"303","12723",4,2011-12-06,137.13,548.52,"0"
"304","12724",4,2011-12-04,212.6425,850.57,"0"
"305","12725",1,2010-12-03,371.8,371.8,"1"
"306","12726",7,2011-11-11,232.037142857143,1624.26,"0"
"307","12727",7,2011-11-29,232.7,1628.9,"0"
"308","12728",4,2011-09-29,170.9825,683.93,"1"
"309","12729",1,2011-08-18,417.01,417.01,"1"
"310","12731",10,2011-11-16,156.489,1564.89,"0"
"311","12732",1,2011-06-13,96.66,96.66,"1"
"312","12733",1,2011-04-19,242.1,242.1,"1"
"313","12734",1,2010-12-22,16.8,16.8,"1"
"314","12735",2,2011-01-28,277.66,555.32,"1"
"315","12738",1,2010-12-02,155.35,155.35,"1"
"316","12739",1,2011-09-01,459.36,459.36,"1"
"317","12740",1,2011-10-07,361.8,361.8,"1"
"318","12743",2,2011-07-28,273.215,546.43,"1"
"319","12744",4,2011-10-14,425.05,1700.2,"1"
"320","12747",11,2011-12-07,115.199090909091,1267.19,"0"
"321","12748",200,2011-12-09,112.98775,22597.55,"0"
"322","12749",5,2011-12-06,664.772,3323.86,"0"
"323","12750",1,2011-08-03,235.2,235.2,"1"
"324","12752",1,2011-09-19,270.02,270.02,"1"
"325","12753",6,2011-11-17,84.0266666666667,504.16,"0"
"326","12754",2,2011-03-07,30.81,61.62,"1"
"327","12755",1,2011-03-04,17.55,17.55,"1"
"328","12756",1,2011-09-14,50.88,50.88,"1"
"329","12757",7,2011-11-24,384.114285714286,2688.8,"0"
"330","12758",2,2011-08-15,473.865,947.73,"1"
"331","12759",3,2011-10-18,457.38,1372.14,"1"
"332","12762",2,2011-12-02,408.445,816.89,"0"
"333","12763",1,2010-12-05,156.48,156.48,"1"
"334","12764",1,2011-01-27,348.33,348.33,"1"
"335","12766",7,2011-12-06,627.261428571429,4390.83,"0"
"336","12769",1,2011-04-15,416.34,416.34,"1"
"337","12772",1,2011-10-11,687.07,687.07,"1"
"338","12775",5,2011-11-22,203.568,1017.84,"0"
"339","12778",6,2011-11-20,120.538333333333,723.23,"0"
"340","12779",8,2011-11-02,244.66625,1957.33,"0"
"341","12781",2,2011-10-07,118.72,237.44,"1"
"342","12782",5,2011-12-05,257.984,1289.92,"0"
"343","12783",4,2011-12-07,306.3975,1225.59,"0"
"344","12784",1,2011-11-24,483.62,483.62,"0"
"345","12785",1,2010-12-10,213.95,213.95,"1"
"346","12787",3,2011-11-30,83.1533333333333,249.46,"0"
"347","12789",1,2011-10-05,51.9,51.9,"1"
"348","12790",1,2011-05-31,285.12,285.12,"1"
"349","12791",1,2010-12-01,15,15,"1"
"350","12792",1,2011-03-28,344.54,344.54,"1"
"351","12793",2,2011-01-09,162.24,324.48,"1"
"352","12794",2,2011-10-17,341.405,682.81,"1"
"353","12795",1,2011-11-21,181.53,181.53,"0"
"354","12797",1,2010-12-09,182.63,182.63,"1"
"355","12802",1,2011-06-06,356.48,356.48,"1"
"356","12808",3,2011-11-03,161.216666666667,483.65,"0"
"357","12809",1,2011-06-15,405.31,405.31,"1"
"358","12811",3,2011-03-24,171.616666666667,514.85,"1"
"359","12812",1,2011-10-26,198.04,198.04,"0"
"360","12815",2,2011-07-15,360.33,720.66,"1"
"361","12816",2,2011-09-05,206.125,412.25,"1"
"362","12817",1,2011-03-03,27.04,27.04,"1"
"363","12818",1,2011-03-23,75.6,75.6,"1"
"364","12820",4,2011-12-06,226.135,904.54,"0"
"365","12821",1,2011-05-09,92.72,92.72,"1"
"366","12822",2,2011-09-30,368,736,"1"
"367","12824",1,2011-10-11,314.74,314.74,"1"
"368","12826",7,2011-12-07,205.617142857143,1439.32,"0"
"369","12827",3,2011-12-04,128.533333333333,385.6,"0"
"370","12828",6,2011-12-07,142.276666666667,853.66,"0"
"371","12829",2,2011-01-07,81.125,162.25,"1"
"372","12831",1,2011-03-22,108.25,108.25,"1"
"373","12832",2,2011-11-07,191.515,383.03,"0"
"374","12833",1,2011-07-17,417.38,417.38,"1"
"375","12834",1,2011-03-02,312.38,312.38,"1"
"376","12836",4,2011-10-11,394.525,1578.1,"1"
"377","12837",1,2011-06-19,134.1,134.1,"1"
"378","12838",2,2011-11-06,323.865,647.73,"0"
"379","12839",14,2011-12-07,344.032857142857,4816.46,"0"
"380","12840",3,2011-07-19,425.856666666667,1277.57,"1"
"381","12841",25,2011-12-05,133.9352,3348.38,"0"
"382","12842",2,2011-09-30,169.505,339.01,"1"
"383","12843",8,2011-10-05,149.30125,1194.41,"1"
"384","12844",2,2011-11-10,162.98,325.96,"0"
"385","12845",2,2011-03-16,35.895,71.79,"1"
"386","12847",1,2011-11-17,557.59,557.59,"0"
"387","12849",2,2011-11-08,211.02,422.04,"0"
"388","12851",1,2011-09-04,135.18,135.18,"1"
"389","12852",1,2011-02-18,276.75,276.75,"1"
"390","12853",5,2011-07-28,231.54,1157.7,"1"
"391","12854",3,2011-09-22,295.513333333333,886.54,"1"
"392","12855",1,2010-12-02,38.1,38.1,"1"
"393","12856",6,2011-12-02,342.301666666667,2053.81,"0"
"394","12857",2,2011-05-13,304.9,609.8,"1"
"395","12863",1,2011-10-18,15,15,"1"
"396","12864",1,2011-07-24,27.6,27.6,"1"
"397","12865",2,2011-11-13,652.865,1305.73,"0"
"398","12866",1,2011-03-01,342.72,342.72,"1"
"399","12867",7,2011-11-13,518.532857142857,3629.73,"0"
"400","12868",6,2011-06-07,257.31,1543.86,"1"
"401","12871",2,2011-09-16,67.92,135.84,"1"
"402","12872",2,2011-01-17,260.585,521.17,"1"
"403","12876",2,2011-10-13,492.41,984.82,"1"
"404","12877",11,2011-12-06,108.57,1194.27,"0"
"405","12878",2,2011-04-17,412.195,824.39,"1"
"406","12879",2,2011-10-26,27.14,54.28,"0"
"407","12881",1,2011-03-09,103,103,"1"
"408","12883",4,2011-11-15,175.8675,703.47,"0"
"409","12884",1,2011-09-12,107.25,107.25,"1"
"410","12885",3,2011-10-07,355.74,1067.22,"1"
"411","12886",2,2011-10-03,621.16,1242.32,"1"
"412","12888",1,2011-03-29,25.2,25.2,"1"
"413","12890",1,2011-11-15,335.47,335.47,"0"
"414","12893",1,2011-11-09,150.7,150.7,"0"
"415","12895",2,2011-10-28,186.4,372.8,"0"
"416","12897",1,2011-05-19,29.7,29.7,"1"
"417","12901",14,2011-11-29,43.4321428571429,608.05,"0"
"418","12902",1,2011-03-20,138.68,138.68,"1"
"419","12904",2,2011-11-21,213.915,427.83,"0"
"420","12906",4,2011-11-28,141.7075,566.83,"0"
"421","12909",5,2011-10-31,267.774,1338.87,"0"
"422","12910",6,2011-11-16,104.086666666667,624.52,"0"
"423","12912",2,2011-12-01,23.4,46.8,"0"
"424","12913",5,2011-12-05,88.714,443.57,"0"
"425","12915",2,2011-07-14,181.825,363.65,"1"
"426","12916",4,2011-07-24,366.075,1464.3,"1"
"427","12919",6,2011-12-01,104.738333333333,628.43,"0"
"428","12920",1,2011-11-22,164.23,164.23,"0"
"429","12921",37,2011-11-30,262.794324324324,9723.39,"0"
"430","12922",1,2011-07-01,369.98,369.98,"1"
"431","12923",1,2011-10-06,176.97,176.97,"1"
"432","12924",4,2011-09-12,38.35,153.4,"1"
"433","12925",2,2011-12-05,329.685,659.37,"0"
"434","12928",5,2011-11-04,240.708,1203.54,"0"
"435","12929",1,2011-02-01,117.85,117.85,"1"
"436","12930",2,2011-09-22,207.9,415.8,"1"
"437","12931",1,2011-10-03,43.96,43.96,"1"
"438","12933",3,2011-11-15,185.01,555.03,"0"
"439","12935",7,2011-12-07,281.3,1969.1,"0"
"440","12936",3,2011-11-22,193.873333333333,581.62,"0"
"441","12937",4,2011-11-24,311.1175,1244.47,"0"
"442","12938",1,2011-11-14,114.14,114.14,"0"
"443","12940",2,2011-10-16,415.37,830.74,"1"
"444","12942",3,2011-07-31,227.966666666667,683.9,"1"
"445","12944",2,2011-11-04,249.655,499.31,"0"
"446","12945",1,2011-02-24,404.95,404.95,"1"
"447","12947",5,2011-07-19,256.758,1283.79,"1"
"448","12948",7,2011-11-23,253.784285714286,1776.49,"0"
"449","12949",8,2011-11-09,417.08625,3336.69,"0"
"450","12950",2,2011-12-01,58.9,117.8,"0"
"451","12951",6,2011-12-01,154.561666666667,927.37,"0"
"452","12952",4,2011-12-04,315.4025,1261.61,"0"
"453","12953",1,2011-11-30,294.45,294.45,"0"
"454","12955",11,2011-12-08,238.794545454545,2626.74,"0"
"455","12956",1,2011-02-06,108.07,108.07,"1"
"456","12957",8,2011-11-30,475.205,3801.64,"0"
"457","12962",2,2011-12-02,115.495,230.99,"0"
"458","12963",8,2011-12-01,179.49125,1435.93,"0"
"459","12965",1,2011-09-11,740.11,740.11,"1"
"460","12966",1,2011-11-30,160.18,160.18,"0"
"461","12967",1,2010-12-03,47.7,47.7,"1"
"462","12968",1,2011-08-19,39.95,39.95,"1"
"463","12970",4,2011-12-02,113.06,452.24,"0"
"464","12971",71,2011-12-06,39.9907042253521,2839.34,"0"
"465","12974",1,2011-05-26,109.1,109.1,"1"
"466","12976",1,2011-05-12,171.6,171.6,"1"
"467","12977",1,2011-07-06,39.24,39.24,"1"
"468","12981",2,2011-11-10,134.09,268.18,"0"
"469","12982",1,2011-04-11,390.54,390.54,"1"
"470","12984",1,2011-11-21,97.5,97.5,"0"
"471","12985",2,2011-12-09,519.91,1039.82,"0"
"472","12987",2,2011-09-27,236.675,473.35,"1"
"473","12988",1,2011-02-20,535.32,535.32,"1"
"474","12989",4,2011-12-01,32.6575,130.63,"0"
"475","12990",2,2011-11-08,71.5,143,"0"
"476","12991",2,2011-11-16,230.63,461.26,"0"
"477","12993",4,2011-11-16,103.69,414.76,"0"
"478","12994",3,2011-12-05,324.806666666667,974.42,"0"
"479","12997",4,2011-11-17,208.2025,832.81,"0"
"480","12999",2,2011-05-18,174.09,348.18,"1"
"481","13000",2,2011-03-25,211.565,423.13,"1"
"482","13001",13,2011-12-05,340.017692307692,4420.23,"0"
"483","13002",1,2011-01-25,120.95,120.95,"1"
"484","13003",2,2011-07-11,44.525,89.05,"1"
"485","13004",18,2011-11-28,308.342222222222,5550.16,"0"
"486","13005",2,2011-06-19,219.35,438.7,"1"
"487","13006",1,2011-10-14,11.52,11.52,"1"
"488","13008",1,2011-01-20,194.67,194.67,"1"
"489","13011",1,2010-12-02,50.55,50.55,"1"
"490","13012",8,2011-11-30,179.88,1439.04,"0"
"491","13013",13,2011-12-08,229.556923076923,2984.24,"0"
"492","13014",10,2011-11-29,125.823,1258.23,"0"
"493","13015",5,2011-10-17,571.652,2858.26,"1"
"494","13016",3,2011-09-27,240.436666666667,721.31,"1"
"495","13018",27,2011-11-23,242.026666666667,6534.72,"0"
"496","13021",9,2011-12-05,205.662222222222,1850.96,"0"
"497","13023",2,2011-10-06,284.05,568.1,"1"
"498","13026",4,2011-12-08,134.67,538.68,"0"
"499","13028",2,2011-11-17,295.44,590.88,"0"
"500","13029",2,2011-11-09,58.25,116.5,"0"
